"paralog_pair","PC9","HeLa","PC9_fdr","HeLa_fdr"
"AADAC_AADACL2",-0.221158411766247,0.00484638188896645,0.0678937908234751,0.977358556433845
"AADACL3_AADACL4",0.00604047437307201,0.0811377630090546,0.973703268930247,0.422262565963829
"ABCC1_ABCC3",-0.223132659752152,-0.0588599001449906,0.053456717049132,0.489276015023892
"ABCC8_ABCC9",-0.0976402665608695,0.0842551432896498,0.538112769202504,0.422262565963829
"ABCD1_ABCD2",-0.0773347071074233,0.0682226844594254,0.524422919490424,0.586433903044852
"ABCG1_ABCG4",0.104032923063917,-0.00342291610621464,0.448254307264878,0.96383090677454
"ABHD4_ABHD5",-0.358546504097576,-0.108234986260617,0.0680295048357914,0.522790839457191
"ABI1_ABI2",0.0264800860485386,-0.102524449429491,0.938402596321603,0.482041861829097
"ABL1_ABL2",-0.063629044973696,-0.0306685812416815,0.842570883080272,0.797799408083842
"ACACA_ACACB",-0.189672719318612,-0.446579554699014,0.503952835705316,0.0272980483258136
"ACSL3_ACSL4",-0.763251181407614,-0.483541382370187,0.0826753242575306,0.058644287073001
"ACTA2_ACTG2",0.346673402576176,-0.030088328674622,0.0706055300026276,0.782231695610643
"ACTL6A_ACTL6B",0.579578992283435,-0.370236475222608,0.0294051347930064,0.144853919551371
"ACTL7A_ACTL7B",-0.204317891219334,0.109854340646411,0.103050152100708,0.280375722980627
"ACTRT1_ACTRT2",0.0100855747357008,-0.0626222636301461,0.959754589636087,0.452180872857588
"ACVR2A_ACVR2B",-0.363120803095918,0.0236224901225902,0.147094277075648,0.898954717503514
"ACVR1_ACVRL1",-0.249533461342878,0.0134667156663132,0.305666584330245,0.923791284802466
"ADAMTS16_ADAMTS18",0.021955108769371,-0.0203448100011583,0.887524402978211,0.866643317207099
"ADAMTS10_ADAMTS6",-0.197969952050038,-0.105210782420211,0.517556466703676,0.343615095363367
"ADAP1_ADAP2",0.248791207896414,-0.125350460806813,0.390062912385937,0.536083338174962
"ADARB1_ADARB2",-0.155698687953263,0.0332643962044751,0.508887648295832,0.679074722975485
"ADCY5_ADCY6",-0.0546484819848397,-0.197010677870029,0.800790608468367,0.172669393614728
"ADIPOR1_ADIPOR2",0.185519590100204,-0.105967840922022,0.251392443384491,0.179834790543972
"ADSS_ADSSL1",-0.171688967301361,-0.219146534498017,0.496482193616108,0.119927638660499
"AGPAT3_AGPAT4",-0.108576883254912,-0.139667657551687,0.101870454544056,0.283902289354801
"AGR2_AGR3",0.0399206473052306,0.075851341036223,0.836629524047082,0.650910205454851
"AIF1_AIF1L",-0.0369862000379886,-0.204321353841271,0.83941931326713,0.123047967749732
"AK3_AK4",0.368769505039964,-0.00531076392379042,0.151977907452009,0.973768592349738
"AKIRIN1_AKIRIN2",-0.871052626478542,-0.482888580411316,0.0107238903744314,0.0275207054853955
"AKR7A2_AKR7A3",0.132960117895897,-0.0405351831715565,0.104044532486531,0.450597325661933
"ALAS1_ALAS2",0.152257555466487,0.0483621873103154,0.496482193616108,0.706050594340199
"ALDH1L1_ALDH1L2",0.00163698134339146,-0.149299743193053,0.991862717593042,0.218990171300318
"ALG10_ALG10B",-0.452519707034177,0.071972676232127,0.00268942059531525,0.785367053142816
"ALG1L_ALG1L2",0.36014695140455,-0.0423532087424393,0.417707258183673,0.920276921322205
"ALOX12_ALOX15",0.0633859695664923,-0.062951872862693,0.619407718446029,0.591638363012248
"AMELX_AMELY",0.139371298125217,0.0530831228206183,0.624137879466996,0.666109823038419
"AMMECR1_AMMECR1L",0.016210758720357,-0.0853796783948699,0.878986307570206,0.390013015353756
"AMPD1_AMPD3",-0.23937725438903,-0.00889686914576763,0.259376442039203,0.945368074276139
"ANGPT1_ANGPT2",0.107699377682291,0.0487562826131219,0.641779506192445,0.695313233035068
"ANGPTL1_ANGPTL2",-0.121024683257701,-0.0633324634526426,0.220525852417592,0.592908313230619
"ANKRD18A_ANKRD18B",0.0414158190813068,0.0212007904593625,0.799679707426192,0.903230974495497
"ANO1_ANO2",0.130778394587477,-0.053405844745945,0.287403035614772,0.347260781369984
"ANO3_ANO4",0.00572587785860234,-0.0414792688276111,0.982026471933473,0.53208556172233
"ANXA1_ANXA2",0.0195122685136933,0.122835820718078,0.904832781469426,0.142305173148021
"AOC2_AOC3",-0.0402885358159078,0.243699130428419,0.807678681011567,0.27243571913185
"AP1G1_AP1G2",-0.373021860530337,-0.0984620654243723,0.0107238903744314,0.503575175825732
"AP1M1_AP1M2",-0.105700623780738,-0.0621225629892219,0.725744781842937,0.710677029267452
"AP2A1_AP2A2",-0.74674786055536,-0.627880550598859,0.00341616516817027,0.000285248554492172
"AP1B1_AP2B1",-0.634254229071421,-0.335255607588008,0.00341616516817027,0.113316213622806
"AP3B1_AP3B2",-0.145355314001554,0.038969442801124,0.459624954803377,0.554439906360851
"AP3M1_AP3M2",-0.180244812393816,-0.108985504426301,0.390062912385937,0.231077210624129
"AP3S1_AP3S2",-0.1131430309839,-0.0240825605107223,0.460910971215641,0.797799408083842
"APH1A_APH1B",0.112794041476501,-0.265737853716077,0.638853716737099,0.00916801337107782
"AQP12A_AQP12B",0.207826145762444,0.0687299062973274,0.013126660994211,0.558014548400146
"ARFGAP2_ARFGAP3",0.210194714826285,0.198183403508701,0.229664561019132,0.113316213622806
"ARFGEF1_ARFGEF2",-0.666713207586581,-0.622636553177604,0.013710039729856,0.00275091607782139
"ARFIP1_ARFIP2",0.0029428216301459,0.0393160859320206,0.988350055591471,0.696833571305496
"ARG1_ARG2",-0.379311427962746,-0.115724053464886,0.0307398059069877,0.428153502397791
"ARHGAP10_ARHGAP26",0.210815880375186,-0.0106707320444683,0.198415472276541,0.954647897703546
"ARHGAP35_ARHGAP5",-0.310560168331234,0.0187965123049496,0.0305490870977425,0.851158662717247
"ARHGEF6_ARHGEF7",0.381968109219863,-0.0861510126518331,0.203579747857884,0.503799872630185
"ARID1A_ARID1B",-0.394392321001175,-0.1865948190201,0.044405925860671,0.0584991470003136
"ARL8A_ARL8B",-0.48442522178039,-0.133404723949692,0.00341616516817027,0.607827247832
"ARNT_ARNT2",-0.150788149730256,0.00485841038312794,0.304366416115556,0.965538680649744
"ARPC1A_ARPC1B",-0.488044256371594,-0.129605631162542,0.00572176736842911,0.305005828152212
"ARPC5_ARPC5L",-0.470658716310686,-0.278984523737856,0.00572176736842911,0.0140587085796402
"ASAP1_ASAP2",-0.105953777481979,0.0497629535058759,0.625701293800633,0.652997042019164
"ASB14_ASB15",-0.266270775428185,-0.0570602900366615,0.156656087756393,0.652997042019164
"ASF1A_ASF1B",-0.272863348889089,-0.778980293190527,0.417707258183673,0.0168350951212736
"ASIC1_ASIC2",0.219909760412735,0.0954645828514868,0.0909958463818057,0.643232428910415
"ATF2_ATF7",0.121818551113023,0.119446146201128,0.494407742537379,0.38160378872994
"ATG4A_ATG4B",-0.16958588581435,-0.0451090766645608,0.244183217449152,0.451077136531209
"ATP13A4_ATP13A5",-0.118844084195259,-0.0414394770506656,0.40813210612737,0.682307345428899
"ATP2C1_ATP2C2",-0.225087864741102,-0.107419524690929,0.102430299879635,0.735293669225915
"ATP5L_ATP5L2",-0.103242907739242,0.202163719664395,0.608100277755504,0.175240296768192
"ATP6V0D1_ATP6V0D2",0.0263030257088718,-0.380039453763796,0.947387051737985,0.111382058779142
"ATP6V1B1_ATP6V1B2",-0.0990362956660971,-0.218096555367638,0.692986234077682,0.453611895052125
"ATP6V1C1_ATP6V1C2",-0.402426168643176,-0.259831837565443,0.0824406651016441,0.0433647366141919
"ATP6V1E1_ATP6V1E2",-0.190837108765762,-0.256393075980497,0.410071511604098,0.241461388708204
"ATP8A1_ATP8A2",-0.049464333669834,-0.081819929935092,0.714141465426384,0.599233330627863
"ATP8B1_ATP8B4",0.207536322405104,0.114718717455699,0.361796444511252,0.278161248574948
"ATP9A_ATP9B",-0.026426476557659,-0.156464067536588,0.870912797333976,0.0517047995825913
"ATRN_ATRNL1",0.179217680020504,0.151395612470022,0.221242488354063,0.196116013770581
"ATXN3_ATXN3L",0.03837722597362,-0.28545652961463,0.887524402978211,0.241461388708204
"B4GALT2_B4GALT1",0.102369376575874,-0.0327865430788719,0.524422919490424,0.700598169086308
"B4GALT6_B4GALT5",0.0878070794263533,-0.0642444211072631,0.582875098706928,0.568557416082451
"BARHL2_BARHL1",-0.124201145426411,-0.178628454571248,0.371581268702057,0.1625788212574
"BCAT2_BCAT1",0.316654439951117,-0.0127677627020714,0.00973687211116301,0.886245782730027
"BCL11B_BCL11A",0.202862435500206,0.180955746217532,0.016653296802675,0.0413586844729448
"BECN2_BECN1",0.155704167151009,-0.129835987680878,0.521928773900239,0.207610554107426
"BEST4_BEST2",-0.0651374060371189,0.168646840539065,0.833634830500923,0.241461388708204
"BEX2_BEX1",-0.152029232690213,-0.193371696755088,0.342397335196159,0.0475682961670438
"BHMT2_BHMT",0.10382699012945,-0.220936684729882,0.548352461248878,0.32147396591957
"BICD2_BICD1",-0.195958249474478,-0.226102685473276,0.234440264358411,0.0507125288358927
"BIRC3_BIRC2",-0.123064261131619,-0.258695071789113,0.547513925694802,0.0104261541052497
"BMP4_BMP2",-0.00532091174552152,0.197138851399264,0.986753584219224,0.218990171300318
"BMP8B_BMP8A",-0.38128870209008,0.00573025956257106,0.0790465584683184,0.956071260788028
"BOD1L2_BOD1",0.145913329938709,-0.00417795965990565,0.136123689091585,0.965538680649744
"BRD3_BRD2",-0.610733950661457,-0.274237917939625,0.0016249635005426,0.233853399605453
"BRSK2_BRSK1",-0.00758633478231135,-0.0742351917425076,0.961684432979111,0.287200978563552
"ABTB2_BTBD11",0.157866480901333,-0.173483408762077,0.232674760355463,0.0285417935246459
"BTBD1_BTBD2",0.0295054950941961,-0.0145485457377017,0.909638674976438,0.87301321637926
"BTBD6_BTBD3",0.0459784963990942,-0.0105927478754964,0.814822906316891,0.912641328989322
"BTF3L4_BTF3",-0.0911928172334289,-0.205441564349293,0.704427774019477,0.451077136531209
"BTG2_BTG1",0.146208374781213,-0.0744176164108841,0.473684850504421,0.539461564290458
"BTN2A2_BTN2A1",0.0556701669547186,-0.0574379719375333,0.744283970063219,0.506626602698007
"BTNL8_BTNL3",0.021325767109336,-0.00877912754472172,0.90095875944194,0.956071260788028
"BZW2_BZW1",-0.0114703885595083,-0.299442599260332,0.975526005908384,0.0150855044813278
"C1GALT1C1L_C1GALT1C1",0.0706869749574193,-0.0949279496266648,0.705840052339819,0.530179621388021
"C1QTNF9B_C1QTNF9",0.0171616444295014,-0.145664370064414,0.877336858178388,0.447060228982683
"C2CD4B_C2CD4A",0.0270703411160985,0.1278907461307,0.8583955014723,0.145191274589783
"CA11_CA10",0.0310097311900649,0.144588674828695,0.887524402978211,0.279710702857792
"CAB39L_CAB39",-0.560362343541201,-0.0621323553086931,0.0175235773651209,0.785486420086958
"CABP5_CABP2",-0.0562647545208189,0.176583116569345,0.724222507631046,0.0607660439321651
"CACNA2D2_CACNA2D1",0.067889197092637,0.05561845034477,0.7503305708894,0.657483990540466
"CACNA2D4_CACNA2D3",-0.072838278071069,-0.034444181309098,0.65228019701806,0.586433903044852
"CACNG7_CACNG5",-0.0830290338610664,0.17303259990737,0.651554954213989,0.243146149029051
"CADPS2_CADPS",-0.0642358801624726,-0.0349808075797757,0.705840052339819,0.691954360261506
"CALB2_CALB1",0.0247744079763809,0.177949919099297,0.828618769314315,0.0547892351761123
"CALCRL_CALCR",0.150316761449422,0.0788821569207269,0.545669681306731,0.503799872630185
"CABP7_CALN1",-0.228067755626747,-0.279159235017064,0.0337096007881654,0.0681421678977768
"CAMK2N2_CAMK2N1",-0.103442948506132,-0.147978420593757,0.558835570357991,0.0272980483258136
"CAND2_CAND1",-0.0145434120991048,0.12605461067145,0.945695574652578,0.651137013428628
"CAP2_CAP1",0.418818401670104,-0.177079013812657,0.00170744864423945,0.350711311074493
"CAPNS2_CAPNS1",0.0295561687873908,0.208121693319732,0.816747220799393,0.0869424572064844
"CAPZA2_CAPZA1",-0.315083693206244,-0.286379317845555,0.243711172389301,0.218990171300318
"CASP5_CASP4",0.389738955561704,0.246158854035079,0.0105416439009922,0.0381712583977265
"CASQ2_CASQ1",0.284343573079574,-0.147884398030489,0.127716091811514,0.102477577471143
"CAV3_CAV1",-0.135099669531354,0.0689410340047831,0.535104404076859,0.447037468726822
"CBR3_CBR1",0.298804473010594,-0.0307550831423138,0.0662715081846226,0.76438758866015
"CCDC74B_CCDC74A",-0.0738974403834942,-0.195576023424444,0.785980025141407,0.106690254919726
"CCNL2_CCNL1",-1.70208918556524,-0.94071560110527,8.20499207720077e-05,0.00184294820356981
"CCNYL1_CCNY",0.111635266908673,0.0639792667537284,0.424022108093205,0.512958867394051
"CCT6B_CCT6A",-0.0575839619692652,-0.23496934401834,0.776366959299911,0.530145427020841
"CD200R1L_CD200R1",-0.0599013937702256,0.0350546226140277,0.743109146825162,0.777746389059976
"CDC42BPB_CDC42BPA",-0.11808882361255,0.0761223521615463,0.445772365104198,0.45107743233297
"CDH1_CDH3",-0.0305874922721864,-0.0102548853789123,0.887524402978211,0.931730917209787
"CDH2_CDH4",0.304200561448285,-0.0166356430002268,0.144748224294526,0.931730917209787
"CDK11B_CDK11A",-0.411396200038834,0.0609880801678968,0.0195513582066422,0.776074522658706
"CDK15_CDK14",0.171156351128621,-0.0565800754240067,0.199528097231086,0.620379447889666
"CDK2AP2_CDK2AP1",0.086903331470169,-0.0843585394098731,0.651286781808197,0.651137013428628
"CDK6_CDK4",-1.14689004568164,-0.15993813137701,8.20499207720077e-05,0.323294652615305
"CDKN2B_CDKN2A",-4.41865546833772e-05,0.199665353610165,0.998700669737555,0.00569878613697568
"CDRT15L2_CDRT15",-0.17670877555703,-0.08163022635576,0.337125202287128,0.489276015023892
"CDS2_CDS1",-0.463683501004208,-0.287070767950893,0.0201723088887192,0.113706914561838
"CEACAM4_CEACAM3",-0.172869292478247,-0.0346378017736982,0.251925399932654,0.682307345428899
"CELF2_CELF1",0.236044917629411,0.0931598809272725,0.0597663566875965,0.447037468726822
"CERS3_CERS2",-0.0202955272108458,-0.062389488864771,0.894442281269115,0.653212884443833
"CERS6_CERS5",0.173901768972592,-0.0134534945956429,0.344542915843697,0.950220104368326
"CETN2_CETN1",-0.278358081113582,-0.115036514251021,0.00923990115205479,0.323294652615305
"CHD2_CHD1",-0.149440949777519,-0.111568912646139,0.371581268702057,0.278161248574948
"CHI3L2_CHI3L1",0.0179178534433541,0.00103596925046212,0.916446632052108,0.992940857595591
"CHIC2_CHIC1",-0.200533083720846,-0.120412097664351,0.215908822324578,0.0758270848863549
"CHML_CHM",-0.615679955268627,-0.257649574082174,0.00685396718411445,0.116923486518651
"CHMP1B_CHMP1A",-0.541952452430681,-0.298268257609159,0.00902465901487121,0.0587177847209528
"CHP2_CHP1",0.339957485298101,-0.163806943678188,0.0702247470651376,0.0395397197162418
"CHPF2_CHPF",0.187005777939488,-0.145650026797659,0.198854435071802,0.285638763351583
"CEPT1_CHPT1",-0.29283584358741,-0.373122630832827,0.0752796113653759,0.0274216568038875
"CHRM4_CHRM2",-0.076334610011062,0.0309089185972799,0.744081552906031,0.798873513349734
"CHRFAM7A_CHRNA7",-0.0605427358743579,-0.0891396136242992,0.705840052339819,0.421407308692981
"CHRNA10_CHRNA9",0.240194712512995,-0.0136996017549475,0.25992515363938,0.919402015271239
"CHRNA5_CHRNB3",-0.182946747552608,0.0568461174337485,0.360777337326075,0.723136118294034
"CHRNB2_CHRNB4",-0.0526936660767213,0.0174463787578029,0.750068834433401,0.88597016816311
"CHSY3_CHSY1",-0.0960977167119996,0.050916500395653,0.599329458043214,0.530179621388021
"CIB3_CIB2",-0.0770166657860054,0.0259250078013856,0.508205657543702,0.869122264642963
"CKS2_CKS1B",-0.413403764409327,-0.430788079731474,0.0141290589577336,0.0157646368487403
"CLASP2_CLASP1",-0.679982228990536,-0.318378444259333,0.120639280286453,0.231077210624129
"CLCA4_CLCA1",-0.0239258798015591,-0.0468641393933615,0.909638674976438,0.760402656114386
"CLCNKB_CLCNKA",0.04271700903664,0.0234864789239094,0.724497163842977,0.682307345428899
"CLDN8_CLDN17",0.0636442651078572,0.119997233921601,0.684872539287995,0.514626869583203
"CD209_CLEC4M",0.074688520202061,0.110490493218793,0.751705685112906,0.330956993833015
"CLEC4C_CLEC6A",0.528573876193131,-0.0724920942055183,0.000799103051522276,0.778426365234185
"CANX_CLGN",-0.0436271255611969,0.0517149845545422,0.836560812477137,0.71317315548295
"CLTB_CLTA",-0.234553619683383,-0.115837280448484,0.169978531978808,0.202795608866369
"CLTCL1_CLTC",-0.398921652463848,0.374198049417828,0.338190970563055,0.0683809393049787
"CLVS2_CLVS1",-0.428066740065995,-0.0166477354946799,0.21857552248925,0.920481365139367
"CNNM4_CNNM2",-0.0518492648171823,0.121661587475839,0.732470271965546,0.107078049310307
"CNOT6L_CNOT6",0.0567563291185914,-0.222565999528192,0.814822906316891,0.177961879894161
"CNOT8_CNOT7",-0.876897231935491,-1.3196617544163,0.00474757213518393,8.93858201638637e-06
"COL4A6_COL4A2",0.181220040637838,-0.0788272652276842,0.387115532773175,0.323294652615305
"COPG2_COPG1",-0.681929392991681,-0.290134970503642,0.00773691731809514,0.0190009553166145
"COPZ2_COPZ1",-0.0911329045428794,-0.0706296847855776,0.744081552906031,0.727276033018707
"COQ10B_COQ10A",-0.808836980142715,-0.365021131214802,0.00230707696404487,0.0407076117287226
"CORO2B_CORO2A",-0.237577995547784,-0.0919534266597854,0.053456717049132,0.545991386466828
"COX6A2_COX6A1",-0.323255048074463,-0.187218616441536,0.0274496800922406,0.0620780034991148
"COX7B2_COX7B",0.213241795890344,0.3004926266828,0.4933698504141,0.36565160071501
"CPEB4_CPEB3",0.411141199565022,-0.122351214275538,0.0179607146778154,0.0263996647245051
"CPLX2_CPLX1",0.0216396443345874,-0.116446354651392,0.887524402978211,0.0991068495134993
"CPLX4_CPLX3",0.0244809130325882,-0.170053990487206,0.909638674976438,0.218180929355688
"CRABP2_CRABP1",0.129053890822778,0.0993584407016758,0.341734488575691,0.184405994372987
"CRISP3_CRISP2",0.191523585253171,0.0624119501231342,0.150294958759346,0.551992712741902
"CRKL_CRK",-0.349073214468035,-0.254532173696773,0.00101770561264587,0.0417798253950729
"APCS_CRP",0.104520895982787,-0.0390135049794883,0.620858533170952,0.666109823038419
"CRY2_CRY1",0.105606851956765,-0.0690905461754686,0.490135756285397,0.634906539002341
"CRYBB3_CRYBB2",0.175120018138878,0.0576870147230917,0.156864212802185,0.304782987259749
"CARHSP1_CSDC2",-0.333227501944563,0.0158859454468441,0.00413861930648752,0.910708872006031
"CSGALNACT2_CSGALNACT1",-0.0917563081907074,0.108027218743825,0.600240298507551,0.366563447580848
"CSTB_CSTA",-0.147469751386113,0.0492660522687178,0.599406998080296,0.357578722527674
"CSTF2T_CSTF2",-0.657007078295633,-0.729393231579123,0.000271473434212695,0.00153949825319043
"CTPS2_CTPS1",-0.0405493982215505,-0.118442043561927,0.821520211174532,0.607145263065715
"CTXN3_CTXN2",-0.151830897157691,-0.0415175924996353,0.499073959143042,0.781842364086659
"CUL4B_CUL4A",-0.014875405548552,-0.464078530944818,0.976576344210135,0.0272980483258136
"CXCL6_CXCL5",-0.089293778531777,-0.00301734043793039,0.540645791303928,0.973768592349738
"CXCR2_CXCR1",-0.099228834227924,0.151351978230036,0.730823192309126,0.17719703699717
"CXorf40B_CXorf40A",-0.3156615404458,-0.12402889765033,0.0462529751965338,0.453611895052125
"CYFIP2_CYFIP1",0.0605571052611613,-0.114794140576913,0.765849856457237,0.435093314034105
"CYP11B2_CYP11B1",-0.0634468253902681,-0.0803950942485149,0.581855291525893,0.398332251388026
"CYP26C1_CYP26B1",0.445727041144939,0.0275542175991471,0.0359770846568914,0.86860952853727
"CYP4Z1_CYP4X1",0.484485825638649,-0.0150094362674813,0.0706392965247005,0.870321527017803
"DAAM2_DAAM1",-0.10405104011026,0.0346782094593988,0.525697961383193,0.749547200036461
"DDI2_DDI1",-0.0210340310634024,0.0951733117718156,0.947387051737985,0.507756683462218
"DDR2_DDR1",0.180947948607362,-0.0519425238151628,0.242441995794617,0.53765635673999
"DDTL_DDT",-0.0875109344984005,0.149730892989349,0.495107285747962,0.218180929355688
"DDX39B_DDX39A",-0.641298716155841,-0.774198725670616,0.00599138235148236,0.000513244281190406
"DDX3Y_DDX3X",0.00143585857327841,0.185398236594815,0.995178524305536,0.463559516398262
"DDX17_DDX5",-0.344931156634196,-0.206771523502551,0.150294958759346,0.46829131947236
"DDX21_DDX50",0.0277962385907722,-0.390282856334017,0.961684432979111,0.323294652615305
"DDX43_DDX53",0.256507166707548,0.08185845346934,0.234708289134531,0.489276015023892
"DDX60L_DDX60",0.0657346397334833,-0.116672534090707,0.794410352273634,0.748142726006075
"DEFB131B_DEFB131A",0.366051282466696,-0.0868614177491944,0.00973687211116301,0.393017110843817
"DEGS2_DEGS1",0.0633453255393571,-0.0700561603624081,0.776366959299911,0.612260795787203
"DENND5B_DENND5A",0.222861282357955,-0.063473602035755,0.00844376679583157,0.529351820184846
"DENND6B_DENND6A",0.198928207652097,-0.175709202307174,0.192314467130059,0.287536850199886
"DERL3_DERL2",-0.0553651514990183,-0.0657399289790595,0.695364552184808,0.325936169640603
"DGKH_DGKD",0.192736894883458,0.141298374172579,0.285322303111518,0.387302608737693
"DGKZ_DGKI",0.110766544315376,-0.0242663819740262,0.352388224176516,0.774433030716327
"DHFR2_DHFR",0.182022496422749,0.491043719180328,0.379871029835962,0.0224937361703549
"DHRS4L2_DHRS4",-0.0955352033056127,-0.0229320970237614,0.567948783779214,0.845576581399998
"DIRAS2_DIRAS1",0.293419092385464,0.113877497973864,0.00726648227843037,0.264053304118856
"DLX6_DLX1",0.0174019307185692,-0.130962754771805,0.938402596321603,0.190468521359121
"DMXL2_DMXL1",-0.613406952756005,-0.464704446381572,0.00464744897408657,0.00960787720117497
"DNAH17_DNAH11",-0.428507304952131,-0.235680547124963,0.013126660994211,0.0607660439321651
"DNAH7_DNAH3",-0.351773905281678,-0.102537266817313,0.111843073251935,0.393017110843817
"DNAJC5B_DNAJC5",-0.341882890032656,-0.193357769789919,0.0703142124331886,0.206747642739532
"DNASE1L2_DNASE1",0.0339838218820255,0.0735319821985908,0.765849856457237,0.521755360865053
"DOC2B_DOC2A",0.16330014257784,0.124891442600311,0.424544956886006,0.167452455264552
"DOCK4_DOCK3",-0.0604538760373798,0.168907920626313,0.849324837441657,0.44253983372737
"DPP9_DPP8",0.174253665616497,-0.194723578539369,0.186411578931954,0.0662614116242918
"DPY19L2_DPY19L1",0.111538004970165,0.131460032378571,0.523354430468244,0.317191818323109
"DRD5_DRD1",0.0565973340232656,0.116292737449321,0.804163886297203,0.489276015023892
"DSCAML1_DSCAM",-0.0797429456252673,-0.00501104722980147,0.524422919490424,0.950220104368326
"DTNB_DTNA",-0.252472364452669,-0.0123387118684796,0.0864692904947767,0.925932282274756
"DTX4_DTX1",-0.158067198771028,0.0813910060463219,0.17002798975439,0.536083338174962
"DUOX2_DUOX1",0.160505413659769,0.0440274491414272,0.452582105349092,0.722082561196824
"DUSP21_DUSP18",-0.172792866153654,0.0607915400984501,0.167284074112187,0.530289094352611
"DYNC1I2_DYNC1I1",-0.602542956592159,-0.322413015830769,0.00377010356013233,0.0683809393049787
"DYNC1LI2_DYNC1LI1",-0.392510841368093,0.0379261073042562,0.297239168658465,0.935966438957836
"DYNLL2_DYNLL1",-0.472365414816743,-0.114482287224849,0.0369926959334385,0.854415506787913
"DYNLRB2_DYNLRB1",-0.182744435543298,-0.153641481779968,0.242441995794617,0.452180872857588
"DYNLT3_DYNLT1",0.0769919576115642,-0.180132611355585,0.744283970063219,0.119997621181877
"DYRK1B_DYRK1A",-0.0363500556730826,-0.0572137924401026,0.814822906316891,0.49046073251703
"DYRK3_DYRK2",-0.0692819317045165,-0.0666663014026177,0.684895651426723,0.417587278827144
"E2F5_E2F4",0.206183529081905,0.184932822208009,0.289948852337796,0.210016981053114
"EAF2_EAF1",-0.223681847819504,-0.835506180233061,0.424544956886006,0.000104225433567651
"EDDM3B_EDDM3A",-0.141499187011938,0.0420529223649057,0.640198056521807,0.722994823010836
"EEF1A2_EEF1A1",-0.221221719849344,0.301293510584248,0.582875098706928,0.292453469824693
