,A549,HT29,OVCAR8
MYL6_MYL6B,-0.8526000937400687,-0.29603807271236543,0.5012688369025079
MZT2A_MZT2B,-0.18092608985760514,0.230909678625846,0.8910069327700864
NACC1_NACC2,0.32771295929985583,0.5273583869310029,0.39652472705778996
NAP1L1_NAP1L4,-1.2549755052490126,0.56492244582529,-2.4548959812578546
NDFIP1_NDFIP2,-0.16761808253313995,-0.4806091624293801,-1.0104745151510817
NFIA_NFIC,0.26789498104521936,-0.2437158740760965,0.6831533720378867
NIPSNAP1_NIPSNAP2,1.6109455788412659,0.5196758922803686,0.8754835491529954
NKIRAS1_NKIRAS2,0.7740878709859362,0.8955714971211578,-0.02676583933467639
NLN_THOP1,0.15205557709468726,0.5712290573495309,0.31809110179023387
NME1_NME2,-0.30193452728671927,0.5497691867496179,-0.03278092829955655
NOTCH1_NOTCH2,1.637525842737676,0.9458660392429695,0.671741174527998
NR1D1_NR1D2,0.2007444129516259,0.1584250423507217,-0.3303189269178053
NR2C1_NR2C2,0.1025998539716865,-0.9491032785202199,-1.0472552453583046
NT5DC2_NT5DC3,0.29188556367741025,0.5069262727863617,-0.24947382402242527
NUCB1_NUCB2,0.7131860014327234,0.7682120190416153,0.13833226499634774
NUMB_NUMBL,-0.09188947864760667,-0.5534900698256815,0.34407573497292293
OAZ1_OAZ2,1.17058358303886,0.03121708871756896,-0.7994882756737902
ORMDL1_ORMDL3,-0.46177344316909,-0.06162745874164862,0.8544983314783446
ORMDL2_ORMDL3,-0.011558416518149121,0.05727500708397006,-0.15181429870529575
OSBPL3_OSBPL7,0.669411360452639,1.8309628941907024,1.0216163386634922
PABPC1L_PABPC4,0.30355480291379155,-0.0015329836089862884,-0.5469290054441366
PACS1_PACS2,0.5779404900917646,0.12971299574741973,1.0118890090308434
PACSIN2_PACSIN3,0.7454846753866573,0.13773563679983472,0.14095629407922383
PAFAH1B2_PAFAH1B3,-0.3508912092975689,0.2856990920344771,0.8444403683970401
PANK1_PANK3,1.2298769330467818,0.25771347372634595,1.6885434511134543
PANK2_PANK3,0.38548677338220255,0.11928848370390986,0.943341751357028
PAPOLA_PAPOLG,-1.9882733071649616,-4.944607231075009,-4.515526884429624
PBX2_PBX3,-0.11783441615883704,-0.10373662169753406,0.0344066587772908
PBX2_PBX4,0.35915073461672303,0.695612334603654,0.785693739040421
PCMTD1_PCMTD2,0.5126317634417696,0.46471767549265264,0.6504392137896126
PCNX1_PCNX3,-0.11894755530553276,-0.17825378897256736,-0.5945666216623546
PDIK1L_STK35,0.08253598332906657,1.0585026232301655,0.6678947203584727
PHLPP1_PHLPP2,-0.2046002869443795,0.6607294108465855,-0.08160322027368441
PHTF1_PHTF2,1.6134370115005645,0.6186970974922629,0.6013658363823452
PIP5K1A_PIP5K1C,-1.932662016903144,-0.9967297545399915,-2.5923247250674795
PITPNA_PITPNB,-5.002991528004794,-3.6926038607002916,-6.460164832051892
PITPNM1_PITPNM2,0.2531087354551253,-0.6260984579079242,0.002950892894276898
PKN1_PKN3,0.1300703189918803,1.2736513421921958,1.4543220290732057
PKN2_PKN3,-0.182950216265459,0.1503824710562,-0.016030883772149385
PLCD1_PLCD4,0.5462263112242374,1.3143877680387819,1.2986309418165172
PLEKHF1_PLEKHF2,1.1873774555888565,0.7509582798386986,0.6942023559608275
PPARA_PPARD,0.9112251012709784,1.4064859716629792,1.0706992456756113
PPIP5K1_PPIP5K2,0.6289278533035073,0.8432857081473826,0.31427210564339975
PPM1A_PPM1B,1.2136947167706211,-0.7480946624541044,0.011546354861550133
PPP1CC_PPP2CB,1.6000533806352475,1.8388243860639384,1.1157512829193157
PPP3CA_PPP3CB,-0.07025038929240543,0.8510127604770806,1.0291662377633024
PPP3CB_PPP3CC,0.9489671760054081,1.3501546883841729,1.6441337656245703
PRDX1_PRDX3,-0.3673917635758468,0.4736830013422047,0.3388319812068785
PRKACA_PRKACB,-0.3291933671699242,0.6287539422557334,0.27997066461123743
PRKAG1_PRKAG2,-0.07356149170185347,0.48661121010236646,1.0994509309539917
PRPSAP1_PRPSAP2,0.9317608538827505,1.3058713543685647,0.5671218054642133
PSEN1_PSEN2,-0.21670488714776467,-0.6377033617405063,0.24379164234222295
PTP4A1_PTP4A2,-5.375300734814718,-6.095927470889376,-3.2195896391846848
PUM1_PUM2,-0.28867144174975046,-1.0308534596438856,-0.6124992931226362
PURA_PURB,0.15822554726912091,0.9352244256060093,0.6466901903852162
PYCR1_PYCR2,-0.17751056017302846,-3.009795441619938,0.5806956915085257
R3HDM1_R3HDM2,1.2434953111524683,0.8198318324179973,0.36176663009675103
RAB40B_RAB40C,0.27163507825354966,0.35740738523245974,0.25973939807983315
RABL2A_RABL2B,1.540379365493757,1.7835276473576813,1.188135502295909
RAD23A_RAD23B,0.03793990065234341,0.05525565160849679,-0.6401510565327726
RALGAPA1_RALGAPA2,0.18512791644170024,-1.094233341048193,-0.17898927664072634
RALGPS1_RALGPS2,-1.532153868886709,-0.45618237854048443,-0.17191798419764578
RANBP10_RANBP9,0.17776838262512684,-0.2653210011157654,-0.622100899227697
RAPGEF2_RAPGEF6,0.6000943505089233,0.041962782166977894,0.35486749790549316
RARA_RARG,1.5721902018567278,-0.023893159270590287,0.7825528023349915
RBL1_RBL2,-0.26876958745309193,-0.7140747064480018,-0.8034277544913471
RBM4_RBM4B,1.0270809750029475,0.7206760807047686,0.25187370153074473
RBMS1_RBMS2,-0.258143078822577,0.22115701812527802,0.5563636736648033
RC3H1_RC3H2,-0.4920124656165933,-1.0565736539145132,-1.8751606893648676
RCBTB1_RCBTB2,1.2191096166377378,0.9466689225763311,0.48995545719758055
RFX1_RFX2,-0.4969151804927095,0.600497010921906,0.42962895698709486
RHOC_RHOG,-0.6949263531062854,0.3822003786372532,-0.441720391347574
RIC8A_RIC8B,1.3030905732624014,1.22171967088142,0.5892179743279009
RING1_RNF2,1.730471813022771,-0.0926435537791302,-1.3551395501242247
RNF122_RNF24,0.643132892852923,0.5453429034239705,-0.14313770280564372
RNF185_RNF5,0.6832819989833258,0.5787164570575857,0.9374169845459922
RNF19A_RNF19B,-2.7993291411055523,-1.332734634830434,-2.1858724034158907
RNF38_RNF44,0.8202829486520885,0.8742807272003739,0.7288757722444879
ROCK1_ROCK2,-1.4121859412430409,-0.8475040994156602,-1.4321650948620326
RPS6KB1_RPS6KB2,-0.8818968731007729,-0.19079679667129612,-0.8659991424519908
RSBN1_RSBN1L,0.6682881756066175,0.759619319010946,0.2594164064237973
SAFB_SAFB2,-3.9582353219971824,-3.460498953542685,-1.366609431799674
SAP30_SAP30L,0.12456861408950391,0.7944596188911417,0.890991950005403
SAR1A_SAR1B,-4.710728830730014,-5.913681776948164,-6.774446467954021
SBF1_SBF2,0.7969306415764509,1.2926445373122932,1.2785671231811169
SCAMP2_SCAMP3,-1.3595300213296526,-1.217079702906099,-0.8986408629412354
SCRN2_SCRN3,-0.3610171915557929,-0.9066953169420903,-0.796744617753921
SEC24A_SEC24B,-1.1690491548967772,-1.4625784091781213,-2.802643253804026
SEPT11_SEPT8,0.704998059289461,-0.4338328151698403,0.2925288005267797
SERINC1_SERINC3,0.3900251345696089,1.5099789939597543,0.25101147423777115
SESN1_SESN2,-0.131431055233892,-0.3571061093690465,-1.1704144577796527
SFXN1_SFXN2,-1.2005567636098025,0.796159865610757,0.9532869563611946
SGTA_SGTB,0.4176512653112665,-0.9629837093854912,0.3749342660057398
SHMT1_SHMT2,-1.3820534672352647,-1.6454081249407986,-0.7791577355841276
SIPA1L1_SIPA1L3,-0.16887791277137443,0.016520599716406414,0.5584125023478638
SLC12A4_SLC12A6,1.1336847862872448,0.009347436002679526,1.0856467332162965
SLC25A23_SLC25A25,0.6614267089692769,-0.3192207717934177,0.14115756656653
SLC25A24_SLC25A25,1.3124867641785465,0.6719331286120873,0.479272227140774
SLC25A33_SLC25A36,0.6039005178982896,0.7026071160968732,-0.5905734117272216
SLC36A1_SLC36A4,1.85295473256143,1.4666825549817524,0.940963099673888
SLC41A1_SLC41A2,0.4411636806689909,0.8443511411232497,0.2890845682148318
SLC41A1_SLC41A3,0.9961211909199083,0.870376775345128,0.45233443097624165
SLC4A2_SLC4A3,-0.9173981946538139,0.12776501952339525,0.04589699480614971
SMAD1_SMAD2,0.8499462968742213,0.5106143233570908,1.1907737271773913
SMAP1_SMAP2,-0.9654663698292596,-1.148193734679303,-0.8224588597209308
SMARCA2_SMARCA4,0.12551951423371355,-0.6858979975136104,0.5820803022588592
SMARCC1_SMARCC2,-0.8815582459641057,-0.4976682670257915,-0.030991617374613114
SMARCD1_SMARCD2,-0.3028811489937178,-0.24510732127631754,-0.16936742102969862
SMURF1_SMURF2,0.03341093751083732,0.4192258077544367,0.63895224048139
SNTA1_SNTB2,-0.036695300351880664,0.12614988520913278,-0.2876539184556324
SNX1_SNX2,0.8501326984347718,0.839272594120935,0.5321874976781162
SNX5_SNX6,1.1539369306133456,0.01041719071336176,0.375228940649717
SOCS4_SOCS5,0.2550984785214037,0.8102251847841485,0.09207579473619067
SPOP_SPOPL,0.07356942343174296,1.138662959752138,1.367867540466962
SPRED1_SPRED2,0.33157420209740507,1.2231238159247475,0.44852844840162076
SRSF4_SRSF5,0.28250803153193704,0.04271432337203626,0.8515041317667787
SS18_SS18L1,0.9546964017357668,0.793515006090147,-0.0264792699952553
STAM_STAM2,-0.08617904992448457,-0.446502246848817,0.3743715022578168
STAT1_STAT3,-0.5040415765482124,-0.10222417696472016,-0.03322429670619367
STK17A_STK17B,0.41143250460217357,0.7487845062294898,0.6332827731931414
STK38_STK38L,1.4710744384919447,0.9442320565422709,1.5366193921824243
STX10_STX6,-1.9176264279089645,-1.1157852238914934,-1.3772559834786142
STX12_STX7,-0.20137529180093072,-0.430425823053044,-0.012494018347839735
SUCLA2_SUCLG2,-0.015271227807137128,-0.2588437418424357,0.12208878465660937
SYNGR2_SYNGR3,0.6716253296512854,-0.04043491966862061,0.7307970383220959
TBC1D15_TBC1D17,1.7589574712246592,1.5825833103551599,0.7235612671511898
TBC1D22A_TBC1D22B,-0.7168940496186407,-0.564621346776597,-0.6666455386958396
TCF12_TCF3,-0.9906872374895458,0.1835229554664528,-0.6394343211710439
TESK1_TESK2,-0.18992103029304336,1.0793015136094362,0.9447074623043755
TFCP2_UBP1,-1.0717012056349497,-0.5306106162073398,-0.2939893664587599
TIA1_TIAL1,-3.800379604379199,-8.300155556812214,-8.19405644571656
TMED1_TMED5,0.15732426801025812,0.3520405916460361,0.07893676445472286
TMED3_TMED7,1.4265838436438516,0.5657264022702015,1.2488190150157839
TMED4_TMED9,-0.8776769181226712,-1.7285032820123183,-1.3908191752931205
TMEM14A_TMEM14C,-0.350662447831681,0.7886888451865256,0.17825680941686906
TMEM14B_TMEM14C,1.8510400801792097,1.5536260058072497,1.030536186014778
TMEM170A_TMEM170B,1.3655846740486948,1.3306905210366964,0.23541568861953455
TMEM39A_TMEM39B,0.38081154465279,-0.08994823533459484,0.6344792993315019
TMEM50A_TMEM50B,-0.005055592669439513,0.05268425661959347,0.41718527169745073
TMEM63A_TMEM63B,-0.005308633008777663,0.6802941949955886,-0.5773034964388769
TMEM87A_TMEM87B,1.4950516232074693,0.18449194497510435,0.5484377017922889
TNKS_TNKS2,-0.7214115919448241,-0.10480463629866701,-1.1601227247785761
TNPO1_TNPO2,1.043298716354491,-0.6480156393133666,-1.6194824177035365
TOB1_TOB2,0.2658468030400979,0.6350688767248571,0.19667066642066303
TOM1_TOM1L2,0.1709844991545579,0.70505414988633,0.7538834070583705
TOR1A_TOR1B,-2.1933211219854316,-2.1437490400644545,-2.0533010570352204
TPM3_TPM4,-0.3123515800350188,0.49358896490708526,0.12004464138715895
TRAK1_TRAK2,1.3224154037512206,1.3407815798172418,0.5942878748170887
TRIM24_TRIM33,0.3437342478518137,-0.5773761211937563,-0.7077541253298323
TRIM34_TRIM5,-0.26389058858254466,0.19996662937234186,0.012279454799274685
TSPAN14_TSPAN17,0.7652743968590564,-0.39586852209284273,-0.014465360732716188
TSPYL1_TSPYL4,0.004227479301688444,1.0697815752734088,0.4516277343291256
TTC30A_TTC30B,2.4188384152375555,2.2419004555877007,1.9108548498977735
UBALD1_UBALD2,0.7033857275746306,0.2729222556393175,0.029001977583502182
UBAP2_UBAP2L,0.13860070659220508,-0.5090411427865236,0.059949185857144295
UBE2V1_UBE2V2,-2.522079591475872,-2.6424486967585676,-1.7748989728612228
UBR1_UBR2,-0.07488173472193384,0.5382989505913147,0.3138546978459627
UBTD1_UBTD2,0.6480178982428352,0.6321909132973476,0.7007245621344455
UCK1_UCK2,-0.6814960405882396,-0.599433118600288,-0.7929849215432577
UGGT1_UGGT2,-0.9032841144921752,-1.2080207716342488,-0.9178144461827608
ULK1_ULK2,0.05821252561084324,0.05445068965406836,0.11574436507106182
UNC119_UNC119B,1.4507570756696593,1.195905825265102,0.4837773805367793
UNK_UNKL,-0.12107445700763891,0.22275288731428128,0.6103448488768606
USP12_USP46,-0.6636365882153903,0.19476862480250354,1.4444095474220657
USP15_USP4,0.42253577840802486,-0.23794422625027448,-0.18971697285267983
USP20_USP33,-0.37067605641857737,0.6830656341560934,-0.9169669999704511
USP25_USP28,1.488010686138252,1.737025976690868,1.3785922987756971
VAMP1_VAMP2,-0.919995074821662,-0.6478988626619738,-0.44480448998284217
VDAC2_VDAC3,0.2691348426007414,0.4055780875558818,-0.319795040466954
WASF1_WASF2,-0.09955472230638004,0.412857001607478,-0.33210844151989083
WDFY1_WDFY2,-0.5240248776326931,0.010681850735039062,-0.362393434088863
YIF1A_YIF1B,-1.5879439486762479,0.689203552667161,-2.1375589725438746
YIPF1_YIPF2,0.10446656120816168,1.5195860733027682,2.0847872818448456
ZDHHC14_ZDHHC18,-0.4351529432196758,0.3196831112275477,-0.378069336817905
ZDHHC3_ZDHHC7,1.220141219730525,1.1501741727966417,0.3606215637448657
ZDHHC5_ZDHHC8,1.9452831767107164,1.3529004250210641,1.1605466929124588
ZFAND2A_ZFAND2B,1.0049280264849296,1.387735100106623,0.3737979176622367
ZKSCAN1_ZKSCAN8,-0.046566391112474084,-0.13276719622524621,-0.11234074105527896
ZKSCAN2_ZSCAN29,0.7634082188694119,0.02306362471832786,0.5103926543594449
ZKSCAN3_ZKSCAN4,-0.4717495844812594,-0.4983326765460853,-0.34181302436054034
ZMIZ1_ZMIZ2,-0.7088363642897315,-0.6094780893478167,1.2221963792033166
ZNF133_ZNF169,-0.8239829166044517,-0.4227202263777175,-0.24681068109548493
ZNF136_ZNF627,1.1366204792682848,0.7794611661863784,0.720346275988985
ZNF143_ZNF76,1.27542249499554,-2.544952807547234,-1.0113950130438132
ZNF181_ZNF302,1.167812820957847,0.32152773998912854,0.3483267134823776
ZNF26_ZNF268,2.1218885897146276,1.80791685899754,1.5100868151678861
ZNF286A_ZNF286B,1.2637254267917852,0.5637339251209834,-0.06627303261716602
ZNF324_ZNF324B,-0.19982541857356215,1.6892565376120119,0.47421183662744987
ZNF354A_ZNF354B,-0.06706343252125675,0.21871639539821705,0.4006032062836121
ZNF419_ZNF773,-0.44342914318075466,-0.32729506926059265,-0.06643036731150938
ZNF524_ZNF581,0.13511968014588688,1.0034498824574907,0.45336162296379323
ZNF552_ZNF587B,-0.3207974742662662,-0.5786911062212596,0.41524921343977694
ZNF555_ZNF77,0.2851413238262966,1.3931556361271866,0.980816091483004
ZNF557_ZNF558,0.08621181178519507,0.4174334464339546,0.5693389523514394
ZNF561_ZNF562,0.03614451920537208,-0.2028336126244802,-0.16868064087786266
ZNF580_ZNF581,0.44663447695128816,0.44493148230999596,1.072290525440653
ZNF600_ZNF611,1.0022074949564037,0.5588079694198602,0.5197389494876905
ZNF619_ZNF620,0.2851574140109193,-0.10204845957609361,0.170538688783547
ZNF747_ZNF764,1.4620638976301845,0.7144858932265394,0.9296254993460924
ZNF764_ZNF785,0.5212231207782638,0.5333106669406367,0.6238919565306836
ZSCAN21_ZSCAN30,0.3432902344150787,0.25373894380720335,0.3407514005667894
ZSWIM4_ZSWIM6,0.02581554829866905,-0.8123721324279849,-0.10479370943832698
